,article_name,country,revision_id,article_quality_est.,population
13983,Cassel Mathale,South Africa,794928665.0,Stub,59628000.0
13984,Mathews Phosa,South Africa,794928795.0,Start,59628000.0
13985,Thabang Makwetla,South Africa,794928856.0,Start,59628000.0
13986,Supra Mahumapelo,South Africa,794929091.0,Stub,59628000.0
13987,Hazel Jenkins,South Africa,794929236.0,C,59628000.0
13988,Sylvia Lucas,South Africa,794929267.0,C,59628000.0
13989,Cornelis Jacobus Langenhoven,South Africa,795280745.0,C,59628000.0
13990,Lynne Brown,South Africa,795463324.0,Start,59628000.0
13991,Nicolaas Smit,South Africa,795837239.0,Start,59628000.0
13992,Frans Erasmus,South Africa,795879642.0,Start,59628000.0
13993,Sherry Chen (politician),South Africa,795919455.0,Start,59628000.0
13994,Lindiwe Mabuza,South Africa,796263175.0,GA,59628000.0
13995,Rob Davies (politician),South Africa,796518550.0,Start,59628000.0
13996,Wilma Newhoudt-Druchen,South Africa,796594073.0,Stub,59628000.0
13997,Archie Gumede,South Africa,796600183.0,Stub,59628000.0
13998,Abba Eban,South Africa,797225018.0,C,59628000.0
13999,Hendrik Mentz,South Africa,797291164.0,Stub,59628000.0
14000,Ngoako Ramatlhodi,South Africa,797371789.0,Stub,59628000.0
14001,Angie Motshekga,South Africa,797518966.0,Stub,59628000.0
14002,Norman Mashabane,South Africa,797545655.0,Stub,59628000.0
14003,Mbali Ntuli,South Africa,797702715.0,C,59628000.0
14004,Fox Odendaal,South Africa,797713862.0,Start,59628000.0
14005,Mathole Motshekga,South Africa,797804921.0,Stub,59628000.0
14006,Sandra Botha,South Africa,797813930.0,Start,59628000.0
14007,Aaron Motsoaledi,South Africa,797821104.0,Start,59628000.0
14008,Walter Stanford,South Africa,797843905.0,C,59628000.0
14009,Alec Erwin,South Africa,798020004.0,Start,59628000.0
14010,Ellen Kuzwayo,South Africa,798494746.0,Start,59628000.0
14011,Pholisa Makeleni,South Africa,798520001.0,Stub,59628000.0
14012,Nico Diederichs,South Africa,798644017.0,Start,59628000.0
14013,Jim Murphy,South Africa,798734942.0,B,59628000.0
14014,Adelaide Tambo,South Africa,798741051.0,Start,59628000.0
14015,Dan Plato,South Africa,798793953.0,Start,59628000.0
14016,Daniel Jacobus Erasmus,South Africa,798855206.0,Stub,59628000.0
14017,Margaret Ballinger,South Africa,798888849.0,C,59628000.0
14018,Winnie Kgware,South Africa,798915331.0,Start,59628000.0
14019,Archibald 'Archie' Mncedisi Sibeko,South Africa,798967287.0,Start,59628000.0
14020,Dianne Kohler Barnard,South Africa,799041713.0,C,59628000.0
14021,Marta Wenger,South Africa,799041757.0,Stub,59628000.0
14022,David Mabuza,South Africa,799192680.0,Start,59628000.0
14023,Colin Eglin,South Africa,799199210.0,C,59628000.0
14024,Nosiviwe Mapisa-Nqakula,South Africa,799199520.0,Stub,59628000.0
14025,David Sibeko,South Africa,799228637.0,Start,59628000.0
14026,Barbara Masekela,South Africa,799239420.0,C,59628000.0
14027,Mcebisi Jonas,South Africa,799301508.0,Stub,59628000.0
14028,Stone Sizani,South Africa,799346005.0,Stub,59628000.0
14029,Thoko Didiza,South Africa,799424755.0,Stub,59628000.0
14030,Christian Frederick Beyers,South Africa,799424895.0,Start,59628000.0
14031,Enos John Mabuza,South Africa,799425827.0,Start,59628000.0
14032,Peter Marais,South Africa,799510524.0,Start,59628000.0
14033,Petr Aven,South Africa,799514789.0,C,59628000.0
14034,Joe Slovo,South Africa,799536971.0,C,59628000.0
14035,Denis Goldberg,South Africa,799601128.0,C,59628000.0
14036,Leila Reitz,South Africa,799703914.0,Stub,59628000.0
14037,Ossie Newton-Thompson,South Africa,799837073.0,C,59628000.0
14038,Rina Venter,South Africa,799955135.0,Start,59628000.0
14039,Dion George,South Africa,799993763.0,Start,59628000.0
14040,Ronnie Kasrils,South Africa,800001228.0,C,59628000.0
14041,Andries Pretorius,South Africa,800220085.0,C,59628000.0
14042,Christina Jasson,South Africa,800257339.0,Start,59628000.0
14043,Mosebenzi Zwane,South Africa,800647640.0,Start,59628000.0
14044,Henry Binns,South Africa,800718243.0,C,59628000.0
14045,Phumzile van Damme,South Africa,800761937.0,Stub,59628000.0
14046,Monty Naicker,South Africa,800852679.0,Start,59628000.0
14047,Ebrahim Rasool,South Africa,800919084.0,Start,59628000.0
14048,Tony Leon,South Africa,801003579.0,C,59628000.0
14049,Maite Nkoana-Mashabane,South Africa,801082441.0,Start,59628000.0
14050,Willem Eduard Bok,South Africa,801243297.0,Start,59628000.0
14051,Zach de Beer,South Africa,801328695.0,Start,59628000.0
14052,Gill Marcus,South Africa,801360635.0,Start,59628000.0
14053,Official Opposition Shadow Cabinet (South Africa),South Africa,801425104.0,Start,59628000.0
14054,Jackie Selebi,South Africa,801560223.0,C,59628000.0
14055,Tony Yengeni,South Africa,801723780.0,C,59628000.0
14056,Harry Schwarz,South Africa,801801304.0,GA,59628000.0
14057,George Morris Sutton,South Africa,801857124.0,Start,59628000.0
14058,Willem Doman,South Africa,801935033.0,Start,59628000.0
14059,Eugenia Shi-Chia Chang,South Africa,802176276.0,Start,59628000.0
14060,Baleka Mbete,South Africa,802186731.0,C,59628000.0
14061,Chris Hani,South Africa,802400609.0,C,59628000.0
14062,Allan Boesak,South Africa,802466660.0,C,59628000.0
14063,Brigitte Mabandla,South Africa,802654194.0,Stub,59628000.0
14064,Andrew Mlangeni,South Africa,802660642.0,Stub,59628000.0
14065,Pieter Groenewald,South Africa,802672209.0,Start,59628000.0
14066,Fatima Hajaig,South Africa,802835899.0,Start,59628000.0
14067,Kenny Kunene,South Africa,803459992.0,Start,59628000.0
14068,Letitia Sibeko,South Africa,803548292.0,Start,59628000.0
14069,Hendrik Verwoerd,South Africa,803583209.0,C,59628000.0
14070,John William Ackerman,South Africa,803587144.0,Stub,59628000.0
14071,Elizabeth Maria Molteno,South Africa,803646352.0,C,59628000.0
14072,Phumzile Mlambo-Ngcuka,South Africa,803678388.0,C,59628000.0
14073,Dorothy Nyembe,South Africa,803796234.0,Stub,59628000.0
14074,Lawrence Mushwana,South Africa,803883249.0,Stub,59628000.0
14075,Badih Chaaban,South Africa,803904768.0,Stub,59628000.0
14076,Steve Biko,South Africa,804014798.0,FA,59628000.0
14077,Wilton Mkwayi,South Africa,804032165.0,B,59628000.0
14078,Natasha Mazzone,South Africa,804090293.0,Start,59628000.0
14079,Bonginkosi Madikizela,South Africa,804228654.0,Start,59628000.0
14080,De Villiers Graaff,South Africa,804337418.0,Start,59628000.0
14081,Harry Lawrence,South Africa,804345422.0,Start,59628000.0
14082,Tarnia Baker,South Africa,804494973.0,Stub,59628000.0
14083,Sophia Williams-De Bruyn,South Africa,804526564.0,C,59628000.0
14084,Schalk Willem Burger,South Africa,804683793.0,Start,59628000.0
14085,Sipho Philip Mutsi,South Africa,804792396.0,C,59628000.0
14086,Jacobus Gideon Nel Strauss,South Africa,804794064.0,Start,59628000.0
14087,Gavin Woods (politician),South Africa,804923727.0,Stub,59628000.0
14088,Jacobus Johannes Venter,South Africa,804953442.0,Stub,59628000.0
14089,Cornelius Hermanus Wessels,South Africa,804954918.0,C,59628000.0
14090,Patricia de Lille,South Africa,805112320.0,C,59628000.0
14091,Makhosi Khoza,South Africa,805164727.0,Stub,59628000.0
14092,Zandile Gumede,South Africa,805165812.0,Start,59628000.0
14093,Ela Gandhi,South Africa,805198728.0,Start,59628000.0
14094,William H. Andrews (unionist),South Africa,805241904.0,Start,59628000.0
14095,Frene Ginwala,South Africa,805306036.0,Start,59628000.0
14096,Gerrit Viljoen,South Africa,805404409.0,Start,59628000.0
14097,Hendrik Potgieter,South Africa,805427863.0,C,59628000.0
14098,Catherine Taylor (South African politician),South Africa,805498802.0,Stub,59628000.0
14099,Julius Malema,South Africa,805550262.0,B,59628000.0
14100,Clive Derby-Lewis,South Africa,805702213.0,C,59628000.0
14101,Philip Kgosana,South Africa,805728913.0,Stub,59628000.0
14102,Mduduzi Manana,South Africa,805901279.0,Start,59628000.0
14103,Hlengiwe Mkhize,South Africa,805901648.0,Start,59628000.0
14104,Ayanda Dlodlo,South Africa,805967718.0,Stub,59628000.0
14105,Esther Barsel,South Africa,806015541.0,Start,59628000.0
14106,Helen Suzman,South Africa,806015842.0,C,59628000.0
14107,Rachel Simons,South Africa,806017114.0,Start,59628000.0
14108,List of South African politicians,South Africa,806035828.0,Start,59628000.0
14109,Glynnis Breytenbach,South Africa,806168044.0,Start,59628000.0
14110,Helen Zille,South Africa,806214900.0,B,59628000.0
14111,Andrew Feinstein,South Africa,806276907.0,Start,59628000.0
14112,Buti Manamela,South Africa,806350255.0,Stub,59628000.0
14113,Francis William Reitz,South Africa,806431046.0,GA,59628000.0
14114,Trevor Manuel,South Africa,806525210.0,C,59628000.0
14115,Paul Kruger,South Africa,806646547.0,FA,59628000.0
14116,Nkosazana Dlamini-Zuma,South Africa,806987838.0,C,59628000.0
14117,Barbara Follett (politician),South Africa,807145596.0,C,59628000.0
14118,Ruth First,South Africa,807176409.0,C,59628000.0
14119,Winnie Madikizela-Mandela,South Africa,807194252.0,C,59628000.0
14120,Gwen Mahlangu-Nkabinde,South Africa,807219290.0,Start,59628000.0
14121,Manto Tshabalala-Msimang,South Africa,807258376.0,C,59628000.0
14122,Pansy Tlakula,South Africa,807393156.0,Stub,59628000.0
14123,Vilho Turunen,Finland,627432937.0,Stub,5529000.0
14124,Vihtori Aromaa,Finland,628261896.0,Stub,5529000.0
14125,Jonathan Wartiovaara,Finland,628268705.0,Stub,5529000.0
14126,Arvi Turkka,Finland,628270736.0,Stub,5529000.0
14127,Juho Heikkinen,Finland,628312759.0,Stub,5529000.0
14128,Emanuel Aromaa,Finland,628379479.0,Stub,5529000.0
14129,Jukka Lankila,Finland,628563978.0,Stub,5529000.0
14130,Jalmari Malmi,Finland,628619000.0,Stub,5529000.0
14131,Viljo Pousi,Finland,628766656.0,Stub,5529000.0
14132,Jooseppi Kauranen,Finland,628988952.0,Stub,5529000.0
14133,Sofia Hjulgrén,Finland,630396351.0,Stub,5529000.0
14134,Vihtori Viitanen,Finland,630396786.0,Stub,5529000.0
14135,Johan Franzén (politician),Finland,632447328.0,Stub,5529000.0
14136,Olli Zitting,Finland,644024203.0,Stub,5529000.0
14137,Otto Elfving,Finland,647893858.0,Stub,5529000.0
14138,Ville Korhonen (politician),Finland,655031906.0,Stub,5529000.0
14139,Onni Hallsten,Finland,655032578.0,Stub,5529000.0
14140,Ilmi Hallsten,Finland,689893447.0,Stub,5529000.0
14141,Tuomas Pohjanpalo,Finland,690700220.0,Stub,5529000.0
14142,Pekka Pesola,Finland,693514155.0,Stub,5529000.0
14143,Viktor Magnus von Born,Finland,694949199.0,Stub,5529000.0
14144,Lennart Byman,Finland,694949347.0,Stub,5529000.0
14145,Johan Helo,Finland,694969219.0,Stub,5529000.0
14146,Gunnar Henriksson,Finland,694969272.0,Stub,5529000.0
14147,William Lundström,Finland,700027061.0,Stub,5529000.0
14148,Jacob Magnus Sprengtporten,Finland,702707688.0,Start,5529000.0
14149,Axel Lille,Finland,702729826.0,Stub,5529000.0
14150,Lauri Kaijalainen,Finland,702893111.0,Stub,5529000.0
14151,Gun Carlson,Finland,703366953.0,Stub,5529000.0
14152,Roger Jansson,Finland,703366980.0,Stub,5529000.0
14153,Olof Erland,Finland,703392035.0,Stub,5529000.0
14154,Sune Eriksson,Finland,703392121.0,Stub,5529000.0
14155,Juho Niukkanen,Finland,703874973.0,Stub,5529000.0
14156,Lasse Wiklöf,Finland,704575541.0,Stub,5529000.0
14157,Irina Krohn,Finland,704866062.0,Stub,5529000.0
14158,Kaisa Leka,Finland,706085467.0,Start,5529000.0
14159,Erik Fleming (councilor),Finland,706474747.0,Stub,5529000.0
14160,Aino-Maija Luukkonen,Finland,707049490.0,Stub,5529000.0
14161,Jörgen Strand,Finland,707581912.0,Stub,5529000.0
14162,Erik von Frenckell,Finland,708576431.0,Start,5529000.0
14163,Frans Hanhisalo,Finland,708851288.0,Stub,5529000.0
14164,Heikki Heikinpoika Vaanila,Finland,708937184.0,Stub,5529000.0
14165,List of Finnish politicians,Finland,709130615.0,Start,5529000.0
14166,Jussi Saukkonen,Finland,709443473.0,Stub,5529000.0
14167,Kyösti Haataja,Finland,709443675.0,Stub,5529000.0
14168,Pekka Pennanen,Finland,709444062.0,Stub,5529000.0
14169,Ilmari Linna,Finland,709620439.0,Stub,5529000.0
14170,Roger Nordlund,Finland,710039894.0,Stub,5529000.0
14171,Ivar Nordlund,Finland,710330848.0,Stub,5529000.0
14172,Paavo Nikula,Finland,710983727.0,Stub,5529000.0
14173,Jaakko Jonkka,Finland,711971278.0,Stub,5529000.0
14174,Otto Karhi,Finland,713105030.0,Stub,5529000.0
14175,Daniel Juslenius,Finland,713858369.0,Start,5529000.0
14176,Vice lantråd,Finland,713952020.0,Stub,5529000.0
14177,Johan Ehn,Finland,714065467.0,Stub,5529000.0
14178,Robert Wilhelm Lagerborg,Finland,714936944.0,Stub,5529000.0
14179,Julius Ailio,Finland,715533582.0,Stub,5529000.0
14180,Juhani Arajärvi,Finland,715533618.0,Stub,5529000.0
14181,Arthur Castrén,Finland,715533684.0,Stub,5529000.0
14182,Leo Ehrnrooth,Finland,715533871.0,Stub,5529000.0
14183,Selim Ekbom,Finland,715533892.0,Stub,5529000.0
14184,Anders Henrik Falck,Finland,715533919.0,Stub,5529000.0
14185,Mikhail Fyodorovich Ganskau,Finland,715534017.0,Stub,5529000.0
14186,Johan Ulrik Sebastian Gripenberg,Finland,715534050.0,Stub,5529000.0
14187,Lennart Gripenberg,Finland,715534065.0,Stub,5529000.0
14188,Lars Gabriel von Haartman,Finland,715534100.0,Stub,5529000.0
14189,Viktor Hedlund,Finland,715534135.0,Stub,5529000.0
14190,Valde Hirvikanta,Finland,715534150.0,Stub,5529000.0
14191,Aleksander von Kothen,Finland,715534986.0,Stub,5529000.0
14192,Carl Fabian Langenskiöld,Finland,715535053.0,Stub,5529000.0
14193,Oskari Wilho Louhivuori,Finland,715535153.0,Stub,5529000.0
14194,Karl August Ramsay,Finland,715535384.0,Stub,5529000.0
14195,Felix Saarikoski,Finland,715535467.0,Stub,5529000.0
14196,Onni Schildt,Finland,715535499.0,Stub,5529000.0
14197,Teodor Sillman,Finland,715535795.0,Stub,5529000.0
14198,Aleksander Strandman,Finland,715535887.0,Stub,5529000.0
14199,Väinö Hakkila,Finland,715785582.0,Stub,5529000.0
14200,Kauno Kleemola,Finland,715789722.0,Stub,5529000.0
14201,Veikko Helle,Finland,715789918.0,Stub,5529000.0
14202,Jukka Mikkola,Finland,715850349.0,Stub,5529000.0
14203,Reino Oittinen,Finland,716114639.0,Stub,5529000.0
14204,Onni Hiltunen,Finland,716424027.0,Stub,5529000.0
14205,Paula Björkqvist,Finland,716496048.0,Stub,5529000.0
14206,Tytti Seppänen,Finland,716795417.0,Stub,5529000.0
14207,Runar Karlsson,Finland,717691790.0,Stub,5529000.0
14208,Impi Lukkarinen,Finland,718915831.0,Stub,5529000.0
14209,Veli Merikoski,Finland,719822192.0,Stub,5529000.0
14210,Karl Harald Felix Furuhjelm,Finland,720280540.0,Start,5529000.0
14211,Martin Isaksson,Finland,720505360.0,Stub,5529000.0
14212,Seppo Sanaksenaho,Finland,720809461.0,Stub,5529000.0
14213,Jyrki Otila,Finland,720986237.0,Start,5529000.0
14214,Ilkka Hakalehto,Finland,721132533.0,Stub,5529000.0
14215,Markku Andersson,Finland,721597352.0,Stub,5529000.0
14216,Olof Salmén,Finland,722095722.0,Stub,5529000.0
14217,Toivo Topias Pohjala,Finland,723936938.0,Stub,5529000.0
14218,Marketta Kokkonen,Finland,724252318.0,Stub,5529000.0
14219,Mauno Forsman,Finland,724355226.0,Stub,5529000.0
14220,Oskari Vihantola,Finland,724835152.0,Stub,5529000.0
14221,Arvo Sävelä,Finland,724838717.0,Stub,5529000.0
14222,Leo Gummerus,Finland,724839540.0,Stub,5529000.0
14223,Juho Malkamäki,Finland,724846656.0,Stub,5529000.0
14224,George Granfelt,Finland,724848015.0,Stub,5529000.0
14225,August Isaksson,Finland,724848646.0,Stub,5529000.0
14226,Väinö Kivilinna,Finland,724849330.0,Stub,5529000.0
14227,Arthur Lagerlöf,Finland,724849395.0,Stub,5529000.0
14228,Evert Huttunen,Finland,724851479.0,Stub,5529000.0
14229,Antti Juutilainen,Finland,724861783.0,Stub,5529000.0
14230,Janne Ihamuotila,Finland,724862716.0,Stub,5529000.0
14231,Matti Pietinen,Finland,724871095.0,Stub,5529000.0
14232,Raimo Mähönen,Finland,724879669.0,Stub,5529000.0
14233,Sirkka Lekman,Finland,724881596.0,Stub,5529000.0
14234,Hilda Hannunen,Finland,724882834.0,Stub,5529000.0
14235,Matti Viljanen,Finland,724888837.0,Stub,5529000.0
14236,Markku Lehtosaari,Finland,724896019.0,Stub,5529000.0
14237,Kari Kantalainen,Finland,724897676.0,Stub,5529000.0
14238,Ulla Juurola,Finland,724900067.0,Stub,5529000.0
14239,Osmo Vepsäläinen,Finland,724900968.0,Stub,5529000.0
14240,Paul Paavela,Finland,724928491.0,Stub,5529000.0
14241,Lauri Kähkönen,Finland,725043044.0,Stub,5529000.0
14242,Mai Kivelä,Finland,725461977.0,Stub,5529000.0
14243,Nils Mustelin,Finland,726692928.0,Start,5529000.0
14244,Väinö Hupli,Finland,727967441.0,Stub,5529000.0
14245,Iiro Viinanen,Finland,728126959.0,Stub,5529000.0
14246,Tytti Isohookana-Asunmaa,Finland,730945448.0,Stub,5529000.0
14247,Suvi-Anne Siimes,Finland,730946679.0,Start,5529000.0
14248,Väinö Leskinen,Finland,731770906.0,Start,5529000.0
14249,Pekka Aakula,Finland,731805771.0,Stub,5529000.0
14250,Artturi Aalto,Finland,731805829.0,Stub,5529000.0
14251,Kalle Aalto,Finland,731805903.0,Stub,5529000.0
14252,Fanny Ahlfors,Finland,731805963.0,Stub,5529000.0
14253,Ivar Alanen,Finland,731805998.0,Stub,5529000.0
14254,August Hjelt,Finland,731808702.0,Stub,5529000.0
14255,Toivo Wiherheimo,Finland,731910771.0,Stub,5529000.0
14256,Otto Wrede,Finland,733081138.0,Stub,5529000.0
14257,Pekka Ahmavaara,Finland,733364334.0,Stub,5529000.0
14258,Rosa Meriläinen,Finland,733502902.0,Stub,5529000.0
14259,Hugo Rautapää,Finland,733529485.0,Stub,5529000.0
14260,Jalmar Castrén,Finland,734346024.0,Stub,5529000.0
14261,Iida Vemmelpuu,Finland,734474605.0,Stub,5529000.0
14262,Wilhelm Alexander Thesleff,Finland,734511726.0,Start,5529000.0
14263,Mikko Ampuja,Finland,735147671.0,Stub,5529000.0
14264,Jaakko Loukko,Finland,735312705.0,Stub,5529000.0
14265,Agathon Meurman,Finland,735599407.0,Stub,5529000.0
14266,Otto Donner,Finland,736542441.0,Stub,5529000.0
14267,Paavo Virkkunen,Finland,736755929.0,Stub,5529000.0
14268,Jan-Magnus Jansson,Finland,736892978.0,Stub,5529000.0
14269,Matti Paasivuori,Finland,736893308.0,Start,5529000.0
14270,Kai Donner,Finland,736907004.0,Start,5529000.0
14271,Waldemar Schauman,Finland,737414797.0,Stub,5529000.0
14272,Julius Sundblom,Finland,737682819.0,Start,5529000.0
14273,Nestori Kaasalainen,Finland,737767706.0,Stub,5529000.0
14274,Fredrik Stjernvall,Finland,738872256.0,Stub,5529000.0
14275,Matti Morottaja,Finland,741112687.0,Start,5529000.0
14276,Pekka Aikio,Finland,741112966.0,Stub,5529000.0
14277,Thomas Wallgren,Finland,741424124.0,Start,5529000.0
14278,Platon Ivanovich Ivanov,Finland,742689850.0,Start,5529000.0
14279,Arvo Salminen,Finland,745101501.0,Stub,5529000.0
14280,Sulo Aittoniemi,Finland,745119116.0,Stub,5529000.0
14281,Axel Palmgren,Finland,745692997.0,Stub,5529000.0
14282,Iisakki Nikkola,Finland,746163324.0,Stub,5529000.0
14283,Danne Sundman,Finland,746887558.0,Stub,5529000.0
14284,Jakob Gadolin,Finland,748252068.0,Start,5529000.0
14285,Johannes Linnankoski,Finland,748952375.0,Stub,5529000.0
14286,Terttu Savola,Finland,749481272.0,Start,5529000.0
14287,August Leskinen,Finland,751027616.0,Stub,5529000.0
14288,Fritz Arthur Jusélius,Finland,751097332.0,Stub,5529000.0
14289,Juho Takala,Finland,751305594.0,Stub,5529000.0
14290,Arvo Pohjannoro,Finland,752171074.0,Stub,5529000.0
14291,Yrjö Mäkelin,Finland,752436316.0,Start,5529000.0
14292,Yrjö Sakari Yrjö-Koskinen,Finland,752436377.0,Stub,5529000.0
14293,Ossian Wuorenheimo,Finland,753853548.0,Stub,5529000.0
14294,Klaus Fleming,Finland,754253696.0,Start,5529000.0
14295,Matti Ahde,Finland,754425007.0,Stub,5529000.0
14296,Jouni Mykkänen,Finland,754993568.0,Stub,5529000.0
14297,Eeno Pusa,Finland,755957737.0,Stub,5529000.0
14298,Emil Rautaharju,Finland,756342280.0,Stub,5529000.0
14299,Raimo Ilaskivi,Finland,756718618.0,Stub,5529000.0
14300,Antti Lindtman,Finland,756760159.0,Start,5529000.0
14301,Arto Satonen,Finland,756760170.0,Stub,5529000.0
14302,Erkki Pulliainen,Finland,756760236.0,Start,5529000.0
14303,Esko Ahonen,Finland,756760252.0,Stub,5529000.0
14304,Hannes Manninen,Finland,756760338.0,Stub,5529000.0
14305,Ilkka Viljanen,Finland,756760372.0,Stub,5529000.0
14306,Jaana Laitinen-Pesola,Finland,756760379.0,Stub,5529000.0
14307,Jacob Söderman,Finland,756760389.0,Start,5529000.0
14308,Johannes Koskinen,Finland,756760444.0,Stub,5529000.0
14309,Juhana Vartiainen,Finland,756760484.0,Stub,5529000.0
14310,Jyrki Yrttiaho,Finland,756760555.0,Stub,5529000.0
14311,Kai Mykkänen,Finland,756760568.0,Stub,5529000.0
14312,Kalle Jokinen,Finland,756760570.0,Stub,5529000.0
14313,Kimmo Sasi,Finland,756760594.0,Stub,5529000.0
14314,Kyösti Karjula,Finland,756760639.0,Stub,5529000.0
14315,Lasse Männistö,Finland,756760642.0,Stub,5529000.0
14316,Mats Löfström,Finland,756760731.0,Stub,5529000.0
14317,Mika Raatikainen,Finland,756760781.0,Stub,5529000.0
14318,Minna Sirnö,Finland,756760794.0,Stub,5529000.0
14319,Rakel Hiltunen,Finland,756761123.0,Stub,5529000.0
14320,Sofia Vikman,Finland,756761391.0,Stub,5529000.0
14321,Susanna Haapoja,Finland,756761396.0,Stub,5529000.0
14322,Susanna Koski,Finland,756761402.0,Stub,5529000.0
14323,Tapani Tölli,Finland,756761406.0,Stub,5529000.0
14324,Terhi Peltokorpi,Finland,756761436.0,Stub,5529000.0
14325,Tom Packalén,Finland,756761453.0,Stub,5529000.0
14326,Tuula Väätäinen,Finland,756761475.0,Stub,5529000.0
14327,Unto Valpas,Finland,756761501.0,Stub,5529000.0
14328,Valto Koski,Finland,756761504.0,Stub,5529000.0
14329,Wille Rydman,Finland,756761526.0,Stub,5529000.0
14330,Janina Andersson,Finland,756796860.0,Stub,5529000.0
14331,Johanna Jurva,Finland,756819762.0,Stub,5529000.0
14332,Katja Hänninen,Finland,756822108.0,Stub,5529000.0
14333,Leena Rauhala,Finland,756823349.0,Stub,5529000.0
14334,Merikukka Forsius,Finland,756826698.0,Stub,5529000.0
14335,Nanna Sumuvuori,Finland,756827364.0,Start,5529000.0
14336,Sari Palm,Finland,756830347.0,Stub,5529000.0
14337,Ulla-Maj Wideroos,Finland,756833038.0,Stub,5529000.0
14338,Erkki Virtanen,Finland,757050759.0,Stub,5529000.0
14339,Aili Siiskonen,Finland,757340358.0,Stub,5529000.0
14340,Alma Jokinen,Finland,757340390.0,Stub,5529000.0
14341,Anna Haverinen,Finland,757340434.0,Stub,5529000.0
14342,Hilda Herrala,Finland,757341179.0,Stub,5529000.0
14343,Hilma Valjakka,Finland,757341214.0,Stub,5529000.0
14344,Laura Brander-Wallin,Finland,757341461.0,Stub,5529000.0
14345,Lempi Tuomi,Finland,757341468.0,Stub,5529000.0
14346,Martta Salmela-Järvinen,Finland,757341754.0,Stub,5529000.0
14347,Mimmi Haapasalo,Finland,757341816.0,Stub,5529000.0
14348,Sylvi Siltanen,Finland,757342110.0,Stub,5529000.0
14349,Sylvi-Kyllikki Kilpi,Finland,757342113.0,Stub,5529000.0
14350,Ida Hämäläinen,Finland,757564804.0,Stub,5529000.0
14351,Voitto Eloranta,Finland,757564808.0,Stub,5529000.0
14352,Toivo Hjalmar Långström,Finland,757564813.0,Stub,5529000.0
14353,Lauri Letonmäki,Finland,757564814.0,Stub,5529000.0
14354,Kaisu-Mirjami Rydberg,Finland,757564821.0,Start,5529000.0
14355,Juha T. Viitasaari,Finland,757564824.0,Stub,5529000.0
14356,Mauri Ryömä,Finland,757564830.0,Stub,5529000.0
14357,Taisto Sinisalo,Finland,757564837.0,Stub,5529000.0
14358,Esa Hietanen,Finland,757564844.0,Stub,5529000.0
14359,Ilmari Auer,Finland,757564949.0,Stub,5529000.0
14360,Eva Heikinheimo,Finland,757564954.0,Stub,5529000.0
14361,Taavetti Heimonen,Finland,757564955.0,Stub,5529000.0
14362,Eemil Linna,Finland,757564965.0,Stub,5529000.0
14363,Johannes Lundson,Finland,757564969.0,Stub,5529000.0
14364,Kaarlo Vuokoski,Finland,757564981.0,Stub,5529000.0
14365,Lauri Linna,Finland,757565138.0,Stub,5529000.0
14366,Kalevi Remes,Finland,757565139.0,Stub,5529000.0
14367,Olavi Tupamäki,Finland,757565143.0,Stub,5529000.0
14368,Augusta Laine,Finland,757665649.0,Stub,5529000.0
14369,Aune Mänttäri,Finland,757665656.0,Stub,5529000.0
14370,Arthur Brofeldt,Finland,757838800.0,Stub,5529000.0
14371,Mikko Piitulainen,Finland,757887100.0,Stub,5529000.0
14372,Vappu Heinonen,Finland,759040670.0,Stub,5529000.0
14373,Matti Kekki,Finland,759518575.0,Stub,5529000.0
14374,Annie Furuhjelm,Finland,759819555.0,C,5529000.0
14375,Anna-Liisa Linkola,Finland,760706102.0,Stub,5529000.0
14376,Lucina Hagman,Finland,760710006.0,Stub,5529000.0
14377,Juho Eerola,Finland,760828437.0,Stub,5529000.0
14378,Peter Lindbäck,Finland,760993373.0,Stub,5529000.0
14379,Stefan Wallin,Finland,761072947.0,Start,5529000.0
14380,Eino S. Repo,Finland,761194274.0,Start,5529000.0
14381,Mikko Vainio,Finland,761715077.0,Stub,5529000.0
14382,Olavi Mäenpää,Finland,762076149.0,Stub,5529000.0
14383,Ahti Pekkala,Finland,762919200.0,Stub,5529000.0
14384,Ernst Estlander,Finland,763808737.0,Stub,5529000.0
14385,Tuomo Puumala,Finland,763840919.0,Stub,5529000.0
14386,Eemeli Aakula,Finland,764034891.0,Stub,5529000.0
14387,Jukka Tuomikoski,Finland,764751831.0,Stub,5529000.0
14388,Kasten Antell,Finland,765288891.0,Stub,5529000.0
14389,Anne Berner,Finland,766281768.0,C,5529000.0
14390,Tyyne Salomaa,Finland,766365985.0,Stub,5529000.0
14391,Walter Kuusela,Finland,767981915.0,Stub,5529000.0
14392,First Ladies and Gentlemen of Finland,Finland,768124053.0,Start,5529000.0
14393,Iisakki Hoikka,Finland,768302190.0,Stub,5529000.0
14394,Ilkka Kanerva,Finland,768366748.0,C,5529000.0
14395,Paul Kraatz,Finland,768642265.0,Stub,5529000.0
14396,Outi Alanko-Kahiluoto,Finland,769803311.0,Stub,5529000.0
14397,Jarmo Rantanen,Finland,770789619.0,Stub,5529000.0
14398,Gustaf Mauritz Armfelt,Finland,770939478.0,C,5529000.0
14399,Juho Sunila,Finland,772524993.0,Stub,5529000.0
14400,Oskari Mantere,Finland,772525055.0,Stub,5529000.0
14401,Mauno Pekkala,Finland,772525440.0,Stub,5529000.0
14402,Ralf Törngren,Finland,772525648.0,Stub,5529000.0
