,article_name,country,revision_id,article_quality_est.,population
460,Sébastien Impeto Pengo,"Congo, Dem. Rep. of",725141090.0,Stub,
461,Clovis Kabongo Malemba,"Congo, Dem. Rep. of",733051797.0,Stub,
462,François Nicéphore Kakese,"Congo, Dem. Rep. of",737533634.0,Stub,
463,Raymond Ramazani Baya,"Congo, Dem. Rep. of",742707920.0,Stub,
464,Mulumba Lukoji,"Congo, Dem. Rep. of",743061455.0,Stub,
465,Alexandre Luba Ntambo,"Congo, Dem. Rep. of",749397818.0,Stub,
466,Oscar Kashala,"Congo, Dem. Rep. of",749419078.0,Start,
467,Jean-Marie Runiga Lugerero,"Congo, Dem. Rep. of",750725157.0,Stub,
468,Christian Malanga,"Congo, Dem. Rep. of",751152656.0,C,
469,Faustin Birindwa,"Congo, Dem. Rep. of",751361476.0,Stub,
470,Chikez Diemu,"Congo, Dem. Rep. of",753704394.0,Stub,
471,Minister of Foreign Affairs (Democratic Republic of the Congo),"Congo, Dem. Rep. of",754344309.0,Start,
472,Edouard Kiove Kola,"Congo, Dem. Rep. of",756510063.0,Stub,
473,Daniel Mukoko Samba,"Congo, Dem. Rep. of",757821887.0,Stub,
474,Dolly Makambo Nawezi,"Congo, Dem. Rep. of",763323939.0,Stub,
475,Germain Kambinga,"Congo, Dem. Rep. of",763943185.0,Stub,
476,Richard Ndambu Wolang,"Congo, Dem. Rep. of",764771546.0,Stub,
477,Simon Mbatshi Batshia,"Congo, Dem. Rep. of",764771615.0,C,
478,José Makila Sumanda,"Congo, Dem. Rep. of",764771652.0,Stub,
479,Trésor Kapuku Ngoy,"Congo, Dem. Rep. of",764771697.0,Stub,
480,Charles Mwando Simba,"Congo, Dem. Rep. of",764791046.0,Stub,
481,Jules Fontaine Sambwa,"Congo, Dem. Rep. of",765570258.0,Start,
482,Mabi Mulumba,"Congo, Dem. Rep. of",765799138.0,Stub,
483,N'Singa Udjuu,"Congo, Dem. Rep. of",765799213.0,Stub,
484,Sultani Makenga,"Congo, Dem. Rep. of",765834828.0,Stub,
485,Josué Alex Mukendi,"Congo, Dem. Rep. of",765871730.0,Stub,
486,Raymond Tshibanda,"Congo, Dem. Rep. of",765923988.0,Start,
487,Banza Mukalay,"Congo, Dem. Rep. of",765924619.0,Start,
488,Évariste Boshab,"Congo, Dem. Rep. of",765925554.0,Stub,
489,Marie-Ange Mushobekwa,"Congo, Dem. Rep. of",766647953.0,Stub,
490,Jean Andeka,"Congo, Dem. Rep. of",768228272.0,Stub,
491,Aimé Ngoy Mukena,"Congo, Dem. Rep. of",768670214.0,C,
492,Aimé Boji,"Congo, Dem. Rep. of",772045942.0,Stub,
493,Léonard Mulamba,"Congo, Dem. Rep. of",772317052.0,Start,
494,Noel K Tshiani Muadiamvita,"Congo, Dem. Rep. of",772818039.0,C,
495,Kasongo Ilunga,"Congo, Dem. Rep. of",774263410.0,Start,
496,Pierre Lumbi Okongo,"Congo, Dem. Rep. of",774679596.0,Start,
497,Jeannette Kavira Mapera,"Congo, Dem. Rep. of",776372644.0,Stub,
498,Vice-Presidents of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",780035740.0,Stub,
499,Odilon Kafitwe wa pa Bowa,"Congo, Dem. Rep. of",780757242.0,Start,
500,Louis Alphonse Koyagialo,"Congo, Dem. Rep. of",782350026.0,Start,
501,Luzolo Bambi Lessa,"Congo, Dem. Rep. of",782618365.0,Start,
502,Jonas Mukamba Kadiata Nzemba,"Congo, Dem. Rep. of",782825984.0,Start,
503,Arthur Z'ahidi Ngoma,"Congo, Dem. Rep. of",783354232.0,Stub,
504,Emile Mota,"Congo, Dem. Rep. of",784182810.0,Start,
505,Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616.0,Stub,
506,Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925.0,Start,
507,Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201.0,C,
508,Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",787378464.0,Start,
509,Adam Bombolé,"Congo, Dem. Rep. of",787602247.0,Stub,
510,Adolphe Lumanu,"Congo, Dem. Rep. of",787715913.0,Stub,
511,Adolphe Muzito cabinet,"Congo, Dem. Rep. of",787716080.0,Start,
512,Justin Marie Bomboko,"Congo, Dem. Rep. of",787797355.0,Start,
513,Christian Atoki Ileka,"Congo, Dem. Rep. of",787978838.0,Stub,
514,Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",788024194.0,C,
515,Ferdinand Essandja,"Congo, Dem. Rep. of",788054013.0,Stub,
516,Martin Kabwelulu,"Congo, Dem. Rep. of",788465848.0,Start,
517,Antipas Mbusa,"Congo, Dem. Rep. of",789437538.0,Start,
518,Laurent Mbariko,"Congo, Dem. Rep. of",789487250.0,Start,
519,Union of Congolese Patriots,"Congo, Dem. Rep. of",789898887.0,Start,
520,Azarias Ruberwa,"Congo, Dem. Rep. of",790305725.0,Start,
521,Banyingela Kasonga,"Congo, Dem. Rep. of",790586686.0,Start,
522,Anicet Kashamura,"Congo, Dem. Rep. of",790738130.0,Stub,
523,Sophie Kanza,"Congo, Dem. Rep. of",790942655.0,Start,
524,Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307.0,Stub,
525,Charles Kisolokele,"Congo, Dem. Rep. of",792037043.0,Start,
526,Antoine Ghonda,"Congo, Dem. Rep. of",793411567.0,Start,
527,Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384.0,Start,
528,Paul Bolya,"Congo, Dem. Rep. of",794134715.0,Start,
529,Freddy Matungulu,"Congo, Dem. Rep. of",796099032.0,C,
530,Emmanuel Dungia,"Congo, Dem. Rep. of",797348410.0,C,
531,Munga Mibindo,"Congo, Dem. Rep. of",797435100.0,Stub,
532,Eric Lenge,"Congo, Dem. Rep. of",797446004.0,Start,
533,Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563.0,Stub,
534,Joseph Kabila,"Congo, Dem. Rep. of",798455633.0,GA,
535,Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264.0,Stub,
536,Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637.0,Stub,
537,Medard Mulangala,"Congo, Dem. Rep. of",798948484.0,C,
538,Mpinga Kasenda,"Congo, Dem. Rep. of",799044574.0,Stub,
539,Fernand Kazadi,"Congo, Dem. Rep. of",799328311.0,Start,
540,Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685.0,Stub,
541,Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221.0,Start,
542,Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831.0,Start,
543,Ekila Liyonda,"Congo, Dem. Rep. of",799913697.0,Start,
544,Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121.0,Start,
545,Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105.0,Stub,
546,Laurent Nkunda,"Congo, Dem. Rep. of",800298783.0,C,
547,Christophe Gbenye,"Congo, Dem. Rep. of",800537411.0,Start,
548,Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444.0,Start,
549,Moïse Tshombe,"Congo, Dem. Rep. of",801110165.0,C,
550,Godefroid Munongo,"Congo, Dem. Rep. of",801112469.0,Start,
551,Thomas Kanza,"Congo, Dem. Rep. of",801348128.0,GA,
552,Joseph Okito,"Congo, Dem. Rep. of",801770255.0,Start,
553,President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063.0,C,
554,Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131.0,Start,
555,Alphonse Songolo,"Congo, Dem. Rep. of",802154801.0,C,
556,List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658.0,Start,
557,Jules Mutebusi,"Congo, Dem. Rep. of",802411491.0,Start,
558,Pierre Mulele,"Congo, Dem. Rep. of",803335436.0,C,
559,Kasongo Munganga,"Congo, Dem. Rep. of",803421580.0,C,
560,Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745.0,GA,
561,Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582.0,GA,
562,Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534.0,GA,
563,Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167.0,Stub,
564,Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836.0,C,
565,Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023.0,B,
566,Maurice Mpolo,"Congo, Dem. Rep. of",805086693.0,C,
567,Georges Minsay Booka,"Congo, Dem. Rep. of",805279692.0,Start,
568,Germain Katanga,"Congo, Dem. Rep. of",805368981.0,GA,
569,Daniel Kanza,"Congo, Dem. Rep. of",805523382.0,Start,
570,Gilbert Pongo,"Congo, Dem. Rep. of",805835265.0,C,
571,Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394.0,C,
572,Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312.0,Stub,
573,Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185.0,Start,
574,Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633.0,C,
575,List of mayors of Goma,"Congo, Dem. Rep. of",806372703.0,Stub,
576,Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479.0,Start,
577,Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828.0,Start,
578,André Lubaya,"Congo, Dem. Rep. of",806545614.0,Start,
579,Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596.0,C,
580,Jean-Pierre Bemba,"Congo, Dem. Rep. of",807193274.0,GA,
581,Jason Sendwe,"Congo, Dem. Rep. of",807243537.0,C,
582,Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",807258156.0,Stub,
583,Patrice Lumumba,"Congo, Dem. Rep. of",807273861.0,FA,
584,"List of members of the parliament of East Timor, 2001–07",East Timorese,638566016.0,Start,
585,José Abel,East Timorese,699698855.0,Stub,
586,Rogerio Lobato,East Timorese,712249441.0,Start,
587,Manuel Magalhaes de Oliveira,East Timorese,720011934.0,Stub,
588,João Viegas Carrascalão,East Timorese,737687072.0,Start,
589,Manuel Carrascalão,East Timorese,753061850.0,Stub,
590,Adalgisa Magno Guterres,East Timorese,755908563.0,Stub,
591,María do Céu,East Timorese,755908564.0,Start,
592,Ana Pessoa Pinto,East Timorese,757539934.0,Stub,
593,Rosa Bonaparte,East Timorese,760534473.0,Stub,
594,Fernanda Borges,East Timorese,765600414.0,Stub,
595,Nicolau dos Reis Lobato,East Timorese,772890380.0,Stub,
596,Adalgisa Ximenes,East Timorese,779579546.0,Stub,
597,Milena Pires,East Timorese,788017619.0,Start,
598,Alfredo Pires,East Timorese,788450147.0,Stub,
599,Mário Viegas Carrascalão,East Timorese,793270640.0,B,
600,José Abílio Osório Soares,East Timorese,793454583.0,Start,
601,Roque Rodrigues,East Timorese,796722416.0,Stub,
602,Avelino Coelho da Silva,East Timorese,796886084.0,Stub,
603,Manuel Tilman,East Timorese,797040695.0,Stub,
604,Isabel da Costa Ferreira,East Timorese,797279277.0,C,
605,Emília Pires,East Timorese,797438594.0,C,
606,Xanana Gusmão,East Timorese,798242613.0,C,
607,José Luís Guterres,East Timorese,798334210.0,Start,
608,Arsénio Bano,East Timorese,798969127.0,Stub,
609,Nino Konis Santana,East Timorese,799059687.0,Stub,
610,President of East Timor,East Timorese,799570306.0,Start,
611,Estanislau da Silva,East Timorese,802072802.0,C,
612,José Ramos-Horta,East Timorese,802765398.0,C,
613,Fernando de Araújo (East Timorese politician),East Timorese,803043434.0,C,
614,Taur Matan Ruak,East Timorese,803615826.0,C,
615,Lúcia Lobato,East Timorese,803664269.0,Start,
616,Francisco Xavier do Amaral,East Timorese,803969836.0,C,
617,Vicente Guterres,East Timorese,804966906.0,Start,
618,Rui Maria de Araújo,East Timorese,805183458.0,Start,
619,Francisco Guterres,East Timorese,806140876.0,Start,
620,"List of members of the Løgting, 1974–78",Faroese,643932216.0,Start,
621,"List of members of the Løgting, 1978–80",Faroese,643932220.0,Start,
622,"List of members of the Løgting, 1980–84",Faroese,643932225.0,Start,
623,"List of members of the Løgting, 1984–88",Faroese,643932226.0,Start,
624,"List of members of the Løgting, 1990–94",Faroese,643932239.0,Start,
625,"List of members of the Løgting, 1994–98",Faroese,643932242.0,Start,
626,"List of members of the Løgting, 1998–2002",Faroese,698865505.0,Start,
627,Tórbjørn Poulsen,Faroese,700400143.0,Stub,
628,Demmus Hentze,Faroese,701771698.0,Start,
629,Andrias Christian Evensen,Faroese,714088539.0,Start,
630,Hákun Djurhuus,Faroese,715330944.0,Stub,
631,Jógvan Justinusson,Faroese,715490721.0,Stub,
632,Andrass Samuelsen,Faroese,716137698.0,Stub,
633,Álvur Kirke,Faroese,721938213.0,Stub,
634,Rikard Long,Faroese,722336332.0,Start,
635,Sigurð Joensen,Faroese,722336979.0,Start,
636,Jógvan Poulsen (1854–1941),Faroese,722590461.0,Start,
637,Jacob Vestergaard,Faroese,724674137.0,Start,
638,Johan Simonsen,Faroese,725030656.0,Stub,
639,Kári P. Højgaard,Faroese,725288194.0,Start,
640,Kristin Michelsen,Faroese,729422866.0,C,
641,Lisbeth L. Petersen,Faroese,734668075.0,Start,
642,Símun av Skarði,Faroese,735578210.0,Stub,
643,Finnbogi Ísakson,Faroese,748477895.0,Start,
644,"List of members of the Løgting, 1988–90",Faroese,750074079.0,Start,
645,Brandur Sandoy,Faroese,750167873.0,Start,
646,"List of members of the Løgting, 2015–19",Faroese,754952121.0,Start,
647,"List of members of the Løgting, 2011–15",Faroese,754952298.0,Start,
648,"List of members of the Løgting, 2008–11",Faroese,754952557.0,Start,
649,"List of members of the Løgting, 2004–08",Faroese,754952620.0,Start,
650,"List of members of the Løgting, 2002–04",Faroese,754952690.0,Start,
651,Bárður á Steig Nielsen,Faroese,756602743.0,Start,
652,Edmund Joensen,Faroese,756654638.0,Stub,
653,Jørgen Niclasen,Faroese,756654880.0,Stub,
654,Jóannes Eidesgaard,Faroese,765947137.0,Start,
655,Jógvan á Lakjuni,Faroese,765947416.0,Start,
656,Anfinn Kallsberg,Faroese,773895078.0,Start,
657,Kaj Leo Johannesen,Faroese,780361487.0,Start,
658,Rigmor Dam,Faroese,780543271.0,Start,
659,Hanna Jensen,Faroese,780543417.0,Start,
660,Sonja Jógvansdóttir,Faroese,780543635.0,Start,
661,Karin Kjølbro,Faroese,780543692.0,Start,
662,Jóannes Patursson,Faroese,781915668.0,Start,
663,Erlendur Patursson,Faroese,784440060.0,Start,
664,Niels Winther Poulsen,Faroese,789029085.0,Stub,
665,Bjørt Samuelsen,Faroese,789306157.0,Start,
666,Jenis av Rana,Faroese,789307497.0,Start,
667,Heðin Mortensen,Faroese,789307569.0,Start,
668,Rasmus Effersøe,Faroese,789307632.0,Start,
669,Trygvi Samuelsen,Faroese,789308387.0,Start,
670,Eilif Samuelsen,Faroese,789308554.0,Stub,
671,Jógvan Skorheim,Faroese,789310556.0,Start,
672,Louis Zachariasen,Faroese,789708924.0,Start,
673,Annika Olsen,Faroese,792595685.0,Start,
674,Páll á Reynatúgvu,Faroese,793276089.0,Start,
675,Atli Dam,Faroese,793277402.0,Start,
676,Henrik Old,Faroese,793353435.0,Start,
677,Marita Petersen,Faroese,793394960.0,Start,
678,Pauli Ellefsen,Faroese,796170338.0,Start,
679,Rasmus Rasmussen (writer),Faroese,796170437.0,C,
680,Peter Mohr Dam,Faroese,797450160.0,Stub,
681,Knút Wang,Faroese,797493287.0,Start,
682,Sjúrður Skaale,Faroese,797493405.0,C,
683,Høgni Hoydal,Faroese,800723683.0,Start,
684,Kristina Háfoss,Faroese,801638146.0,Start,
685,Sirið Stenberg,Faroese,802476681.0,Start,
686,Eyðgunn Samuelsen,Faroese,802515495.0,Start,
687,Edva Jacobsen,Faroese,802925425.0,Stub,
688,Aksel V. Johannesen,Faroese,803145744.0,Start,
689,Djóni í Geil,Faroese,803656387.0,Start,
690,Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035.0,Stub,
691,Annita á Fríðriksmørk,Faroese,806011231.0,Start,
692,Katrin Kallsberg,Faroese,806909915.0,Start,
693,H. C .W. Tórgarð,Faroese,807297374.0,Start,
694,James Bisset (mayor),Cape Colony,647367482.0,Start,
695,Augustus Joseph Tancred,Cape Colony,651250302.0,Stub,
696,Johan Conrad Silberbauer,Cape Colony,653467222.0,Stub,
697,James Cotterell Hoole,Cape Colony,666596918.0,Stub,
698,Patrick Goold,Cape Colony,670210734.0,Start,
699,Andries Botha,Cape Colony,676828191.0,B,
700,Charles William Hutton,Cape Colony,680205631.0,C,
701,John Blades Currey,Cape Colony,693624260.0,Stub,
702,Joseph Orpen,Cape Colony,715016315.0,C,
703,Klaas Afrikaner,Cape Colony,718462130.0,Stub,
704,Christian Groepe,Cape Colony,723563811.0,B,
705,William Hume (Cape politician),Cape Colony,724976433.0,Start,
706,James Sivewright,Cape Colony,731817397.0,C,
707,William Downes Griffith,Cape Colony,731908828.0,Start,
708,John Sweet Distin,Cape Colony,737348283.0,Start,
709,John Thomas Eustace,Cape Colony,746923352.0,C,
710,Jeremias Ziervogel,Cape Colony,750299694.0,Start,
711,Henry Latham Currey,Cape Colony,757832561.0,Start,
712,Henry Juta,Cape Colony,765333482.0,Stub,
713,Simeon Jacobs,Cape Colony,767856232.0,C,
714,William Schreiner,Cape Colony,771024710.0,Start,
715,George Strahan,Cape Colony,775481498.0,Start,
716,John Bardwell Ebden,Cape Colony,776725178.0,Start,
717,Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,779046359.0,C,
718,Charles Abercrombie Smith,Cape Colony,783249147.0,C,
719,Charles Brownlee,Cape Colony,783250295.0,C,
720,George Cathcart,Cape Colony,784693349.0,Start,
721,Henry Torrens,Cape Colony,784726341.0,Start,
722,Frederick Schermbrucker,Cape Colony,784765242.0,Start,
723,Richard Solomon (Attorney General),Cape Colony,784829553.0,Start,
724,Walter Hely-Hutchinson,Cape Colony,784862369.0,Start,
725,Henry White (Cape Treasurer General),Cape Colony,785566972.0,C,
726,Jacobus Wilhelmus Sauer,Cape Colony,786142993.0,C,
727,Charles Lennox Stretch,Cape Colony,786803200.0,Start,
728,John Tengo Jabavu,Cape Colony,786916027.0,Start,
729,Philip John Stigant,Cape Colony,786972727.0,Start,
730,Henry Pottinger,Cape Colony,787552653.0,C,
731,Thomas Charles Scanlen,Cape Colony,788098639.0,C,
732,Saul Solomon,Cape Colony,788361321.0,C,
733,Thomas Upington,Cape Colony,788717893.0,C,
734,Andries Stockenström (judge),Cape Colony,789120101.0,C,
735,Robert Wynyard,Cape Colony,789258720.0,C,
736,"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927.0,C,
737,Philip Edmond Wodehouse,Cape Colony,792178662.0,C,
738,Charles Aken Fairbridge,Cape Colony,793643575.0,Stub,
739,William Howley Goodenough,Cape Colony,794193433.0,Start,
740,George Thomas Napier,Cape Colony,794346758.0,Start,
741,William Butler (British Army officer),Cape Colony,794705198.0,C,
742,"Sir George Yonge, 5th Baronet",Cape Colony,795625420.0,C,
743,Christoffel Brand,Cape Colony,796352977.0,C,
744,Henry Barkly,Cape Colony,796646347.0,C,
745,Lord Charles Somerset,Cape Colony,797029963.0,Start,
746,Benjamin D'Urban,Cape Colony,797735815.0,C,
747,John Charles Molteno,Cape Colony,797978795.0,C,
748,"George Macartney, 1st Earl Macartney",Cape Colony,798165649.0,C,
749,William Porter (Attorney General),Cape Colony,798383131.0,C,
750,David Tennant (politician),Cape Colony,798742813.0,C,
751,Andries Stockenström,Cape Colony,799373837.0,B,
752,"Sir Harry Smith, 1st Baronet",Cape Colony,799472552.0,C,
753,Charles Henry Darling,Cape Colony,800159179.0,Start,
754,John Paterson (Cape politician),Cape Colony,800767317.0,C,
755,John X. Merriman,Cape Colony,801351302.0,C,
756,Mpilo Walter Benson Rubusana,Cape Colony,801417570.0,Start,
757,Henry Hugh Clifford,Cape Colony,801856640.0,C,
758,James Tennant Molteno,Cape Colony,801935094.0,C,
759,Leander Starr Jameson,Cape Colony,803177433.0,C,
760,Henry Bartle Frere,Cape Colony,803288472.0,B,
761,"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116.0,C,
762,"Henry Loch, 1st Baron Loch",Cape Colony,803618569.0,C,
763,Francis Dundas,Cape Colony,803908887.0,Start,
764,Lowry Cole,Cape Colony,804277547.0,Start,
765,"Sir David Baird, 1st Baronet",Cape Colony,804362436.0,C,
766,James Rose Innes,Cape Colony,804497413.0,GA,
767,Nicolaas Frederic de Waal,Cape Colony,805157563.0,Stub,
768,"John Charles Molteno, Jr.",Cape Colony,805678535.0,C,
769,"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015.0,C,
770,Gordon Sprigg,Cape Colony,806340214.0,C,
771,Cecil Rhodes,Cape Colony,806647373.0,B,
772,George Grey,Cape Colony,807290539.0,FA,
773,Peregrine Maitland,Cape Colony,807330872.0,C,
774,Thomas Francis Wade,Cape Colony,807401513.0,C,
775,"List of members of the National Assembly (South Korea), 1950–54",South Korean,663348266.0,Stub,
776,Park In-won,South Korean,703478926.0,Stub,
777,Kim Seung-kew,South Korean,716323288.0,Stub,
778,Seo Young-kyo,South Korean,717405394.0,Start,
779,Lee Wu-jong,South Korean,723064614.0,Stub,
780,Yu In-chon,South Korean,760062536.0,Start,
781,Kim Wan-ju,South Korean,770622878.0,Stub,
782,Park Yong-jin,South Korean,770623036.0,Start,
783,Lee Jong-kul,South Korean,770757174.0,Stub,
784,Kim Hyun-jong,South Korean,770760118.0,Stub,
785,Shin Ki-ha,South Korean,774367693.0,Stub,
786,Lee Chunhee,South Korean,775234175.0,Stub,
787,Ahn Dae-hee,South Korean,775458263.0,Stub,
788,Ahn Gyu-baek,South Korean,775458608.0,Start,
789,Park Hong-keun,South Korean,775458639.0,Start,
790,Ahn Sang-yeong,South Korean,777008205.0,Stub,
791,Jang Deok-jin,South Korean,777070214.0,Stub,
792,Kim Jae-soon,South Korean,778915319.0,Stub,
793,Kim Jin-sun,South Korean,778916810.0,Stub,
794,Kim Il-ung,South Korean,779544705.0,Stub,
795,Koo Kyo-hyun,South Korean,779544873.0,Stub,
796,Ji Sang-wook,South Korean,780227423.0,Start,
797,Chung Hong-won,South Korean,781133659.0,Start,
798,Kim Byong-joon,South Korean,781134255.0,Stub,
799,Hong Ihk-pyo,South Korean,782498395.0,Start,
800,Jeon Soon-ok,South Korean,782649404.0,Stub,
801,Lee Hae-chan,South Korean,785317852.0,Start,
802,Yu Myung-hwan,South Korean,790178486.0,Stub,
803,Yoon Young-kwan,South Korean,790178940.0,Start,
804,Yoon Jeung-hyun,South Korean,790179508.0,Stub,
805,Suh Sang-chul,South Korean,790180349.0,Start,
806,Bak Maeng-woo,South Korean,790471224.0,C,
807,Lee Wan-koo,South Korean,791389950.0,Start,
808,Kim Chang-ryong,South Korean,792037093.0,Start,
809,Yun Duk-min,South Korean,794638210.0,Stub,
810,Cheong Yang-seog,South Korean,795546187.0,Stub,
811,Chin Young,South Korean,795546191.0,Start,
812,Kim Kwan-yong,South Korean,795546228.0,Start,
813,Lee Hahn-koo,South Korean,795546245.0,Stub,
814,Lee Jung-hyun (politician),South Korean,795546256.0,Stub,
815,Kim Chong-hoh,South Korean,797806095.0,Stub,
816,Chung Ho-yong,South Korean,798295710.0,Stub,
817,Lee Jae-myung,South Korean,798611948.0,Stub,
818,Lee Nak-hoon,South Korean,799083872.0,C,
819,Yoo Il-ho,South Korean,799945764.0,Stub,
820,Park Young-sun,South Korean,800258105.0,Start,
821,Kwon Young-ghil,South Korean,800896932.0,Start,
822,In Jae-keun,South Korean,800896981.0,Stub,
823,Kang Kum-sil,South Korean,802728876.0,Stub,
824,Park Yong-ok,South Korean,802955917.0,Stub,
825,Jeon Hye-sook,South Korean,803383030.0,Stub,
826,Kim Un-yong,South Korean,803838269.0,Start,
827,Sim Sang-jung,South Korean,804816596.0,C,
828,Kim So-yeon (activist),South Korean,804817210.0,C,
829,Yi Yun-yong,South Korean,804962117.0,Stub,
830,Byeon Yeong-tae,South Korean,804962160.0,Stub,
831,Lee Beom-seok (foreign minister),South Korean,804962170.0,Stub,
832,Yoo Chang-soon,South Korean,804968129.0,Stub,
833,Lee Hyun-jae,South Korean,804968364.0,Stub,
834,Hyun Soong-jong,South Korean,804968483.0,Stub,
835,Yun Byung-se,South Korean,804971432.0,Stub,
836,Kim Sung-hwan (politician),South Korean,804971477.0,Stub,
837,Kim Suk-soo,South Korean,804971686.0,Stub,
838,Kim Hwang-sik,South Korean,804971888.0,C,
839,Chang Sang,South Korean,804972263.0,Stub,
840,Chang Taek-sang,South Korean,805053478.0,Start,
841,"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721.0,Stub,
842,Lim Su-kyung,South Korean,805293256.0,C,
843,Ki Dong-min,South Korean,805956890.0,Start,
844,Shin Sung-mo,South Korean,805991409.0,Stub,
845,Chun Jung-bae,South Korean,806073279.0,Start,
846,"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996.0,Start,
847,Han Duck-soo,South Korean,806124709.0,Start,
848,Roh Tae-woo,South Korean,806145466.0,C,
849,Han Myeong-sook,South Korean,806182207.0,C,
850,Choo Mi-ae,South Korean,806184478.0,C,
851,Na Kyung-won,South Korean,806319565.0,Start,
852,Min Byung-doo,South Korean,806399005.0,Start,
853,Choe Kwang-shik,South Korean,806439224.0,Stub,
854,Choi Kyu-hah,South Korean,806462613.0,C,
855,Won Sei-hoon,South Korean,806511942.0,Stub,
856,Won Yoo-chul,South Korean,806512047.0,Stub,
857,Kim Boo-kyum,South Korean,806555857.0,Start,
858,Baek Du-jin,South Korean,806590508.0,Stub,
859,"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773.0,Start,
860,Park Chung-hee,South Korean,806801805.0,C,
861,Chun Doo-hwan,South Korean,806846283.0,C,
862,Roh Moo-hyun,South Korean,806852494.0,B,
863,Lee Jung-hee,South Korean,807021657.0,Start,
864,Song Yo-chan,South Korean,807029190.0,Stub,
865,Kitack Lim,South Korean,807057020.0,Start,
866,Park Geun-hye,South Korean,807060237.0,B,
867,Do Jong-hwan,South Korean,807122658.0,C,
868,Assassination of Park Chung-hee,South Korean,807142261.0,C,
869,Geum Min,South Korean,807404528.0,Stub,
870,Nam Duck-woo,South Korean,807423123.0,Stub,
871,Toluono Feti,Samoan,671515606.0,Stub,
872,James Ah Koy,Samoan,704919844.0,B,
873,Va'aelua Eti Alesana,Samoan,705218371.0,Start,
874,Misa Telefoni Retzlaff,Samoan,706207837.0,Start,
875,Luagalau Levaula Kamu,Samoan,706804758.0,Stub,
876,Leafa Vitale,Samoan,706837234.0,Stub,
877,Niko Lee Hang,Samoan,707525246.0,Stub,
878,Tuu'u Anasi'i Leota,Samoan,707525315.0,Stub,
879,Tuiloma Pule Lameko,Samoan,707750982.0,Stub,
880,Laauli Leuatea Polataivao,Samoan,714244543.0,Stub,
881,To’alepaiali’i Toeolesulusulu Salesa III,Samoan,717442173.0,Stub,
882,Namulau’ulu Vavae Tuilagi,Samoan,718995854.0,Stub,
883,Lefau Harry Schuster,Samoan,719691980.0,Stub,
884,Tuitama Talalelei Tuitama,Samoan,723152770.0,Stub,
885,Le Mamea Matatumua Ata,Samoan,726724077.0,Stub,
886,Tole’afoa Solomona To’ailoa,Samoan,726724455.0,Stub,
887,Lealailepule Rimoni Aiafi,Samoan,738999542.0,Start,
888,Va'ai Papu Vailupe,Samoan,739170575.0,Start,
889,Palusalue Fa’apo II,Samoan,739170586.0,Start,
890,Tolofuaivalelei Falemoe Lei’ataua,Samoan,739170620.0,Start,
891,A'eau Peniamina,Samoan,739170646.0,Start,
892,Patu Ativalu,Samoan,739170663.0,Stub,
893,Sua Sulu'ape Paulo II,Samoan,740773350.0,C,
