,page,country,rev_id,prediction,FIPS,Type,TimeFrame,Data (M),Population,_merge
36536,Alfred Midgley,Australia,735563698.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36537,Charles Edward Herbert,Australia,736241073.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36538,Bob Miller (Australian politician),Australia,736450802.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36539,William Calvert (Australian politician),Australia,736650344.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36540,George Carruthers (politician),Australia,736650354.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36541,James Chapman (Australian politician),Australia,736650358.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36542,Jeff Coates,Australia,736650366.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36543,George Collins (Australian politician),Australia,736650372.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36544,David Calvert (Australian politician),Australia,736651409.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36545,Ellis Dean,Australia,736651532.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36546,Charles Davies (Tasmanian politician),Australia,736651541.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36547,Kent Andrew,Australia,736658064.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36548,George Flowers,Australia,736662955.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36549,Carole Cains,Australia,736665610.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36550,Frederick Grubb (politician),Australia,736819361.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36551,Reg Hope,Australia,736819479.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36552,Hugh Hiscutt,Australia,736819489.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36553,Des Hiscutt,Australia,736819500.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36554,Frank Hart,Australia,736819504.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36555,Charles Hall (Australian politician),Australia,736819541.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36556,Ken Lowrie,Australia,736820133.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36557,Arthur Loone,Australia,736820143.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36558,Alexander Lillico,Australia,736820181.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36559,Andrew Lawson (Australian politician),Australia,736820187.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36560,Jean Moore,Australia,736820884.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36561,Thomas Murdoch (politician),Australia,736821000.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36562,Arthur Morrisby,Australia,736821029.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36563,Hubert Nichols,Australia,736821160.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36564,George Pitt (Australian politician),Australia,736821502.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36565,Hank Petrusma,Australia,736821510.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36566,Benjamin Pearsall,Australia,736821521.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36567,Alfred Page,Australia,736821553.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36568,Charles Russen,Australia,736821567.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36569,William Robinson (Tasmanian politician),Australia,736821572.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36570,William Strutt (politician),Australia,736822475.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36571,Ray Shipp,Australia,736822538.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36572,Tasman Shields,Australia,736822540.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36573,George Shaw (Tasmanian politician),Australia,736822547.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36574,Peter Schulze,Australia,736822554.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36575,Arthur Tattersall,Australia,736822578.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36576,William Williams (Tasmanian politician),Australia,736822674.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36577,Rex Jackson,Australia,736970090.0,C,AU,Country,2019.0,25.754,25754000.0,both
36578,Gracia Baylor,Australia,737322375.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36579,Phil Lockyer,Australia,737485660.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36580,Jason Boles,Australia,737631970.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36581,George Hall Jones,Australia,737651397.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36582,William North (politician),Australia,737651417.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36583,Alan Wardlaw,Australia,737671023.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36584,Albert Bendall,Australia,737671042.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36585,Alexander Evans (Australian politician),Australia,737671142.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36586,Alexander Marshall (Australian politician),Australia,737671168.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36587,Allen Hollingsworth,Australia,737671555.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36588,Arndell Lewis,Australia,737671708.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36589,Arthur Fenton,Australia,737671779.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36590,Boyd Dawkins,Australia,737673035.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36591,Charles Best (politician),Australia,737718017.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36592,Charles Brown (Australian politician),Australia,737718032.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36593,Charles Fenton,Australia,737718096.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36594,Claude Barker,Australia,737718714.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36595,Colin Dunnage,Australia,737719056.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36596,Compton Archer,Australia,737719231.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36597,Daniel Hitchcock (politician),Australia,737719565.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36598,Dennis Lonergan,Australia,737720092.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36599,Dick Archer,Australia,737720134.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36600,Donald Keith Cameron,Australia,737720488.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36601,Dudley Octoman,Australia,737720789.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36602,Ernest Record,Australia,737721874.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36603,Frank Edwards (Australian politician),Australia,737722528.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36604,Fred Duncan,Australia,737723136.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36605,Geoffrey Green (politician),Australia,737723508.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36606,George Doyle (politician),Australia,737723742.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36607,George Fewster,Australia,737723767.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36608,George Keegan,Australia,737723964.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36609,George Pollock (Australian politician),Australia,737724268.0,C,AU,Country,2019.0,25.754,25754000.0,both
36610,George White (Australian politician),Australia,737724488.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36611,George Whitten,Australia,737724492.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36612,Harold Brennan,Australia,737724865.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36613,Harry Braid,Australia,737724955.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36614,Harry Sullivan (politician),Australia,737725109.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36615,Hector McFie,Australia,737725130.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36616,Henry Bate (politician),Australia,737725187.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36617,Henry Dunks,Australia,737725208.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36618,Herbert Postle,Australia,737725281.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36619,Hubert O'Connell,Australia,737725398.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36620,Ivan Welsh,Australia,737725507.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36621,Jack Bice,Australia,737725547.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36622,Jack Olson (Australian politician),Australia,737725768.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36623,Jack Slater (politician),Australia,737725788.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36624,James Ferguson (Australian politician),Australia,737725916.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36625,Jim Dunford,Australia,737726228.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36626,John Coumbe,Australia,737791927.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36627,John Lee (Australian politician),Australia,737792284.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36628,John Murdoch (politician),Australia,737792458.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36629,John Wright (Tasmanian politician),Australia,737792652.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36630,Joseph Dixon (Australian politician),Australia,737792674.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36631,Kenneth Wheeler (politician),Australia,737792870.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36632,Les Hart (politician),Australia,737793102.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36633,Les MacFarlane,Australia,737793129.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36634,Leslie Procter,Australia,737793198.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36635,Lionel Carter,Australia,737793251.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36636,Liz Andrew,Australia,737793303.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36637,Lloyd Carins,Australia,737793335.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36638,Mac Holten,Australia,737793457.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36639,Mac Le Fevre,Australia,737793491.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36640,Mervyn Lakin,Australia,737793909.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36641,Murray Hill (politician),Australia,737794079.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36642,Murray Vandepeer,Australia,737794127.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36643,Oliver Gregory,Australia,737794360.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36644,Percy Pollard,Australia,737794509.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36645,Peter Block (politician),Australia,737794542.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36646,Richard Geddes,Australia,737794987.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36647,Richard Green (politician),Australia,737794989.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36648,Robbie Williams (politician),Australia,737795076.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36649,Robert Bell (Australian politician),Australia,737795099.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36650,Robert Harvey (Australian politician),Australia,737795141.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36651,Robert Medcalf,Australia,737795180.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36652,Robert Snowden (politician),Australia,737795213.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36653,Ron Withnall,Australia,737795338.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36654,Ronald Hunt,Australia,737795347.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36655,Roy Abbott,Australia,737795405.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36656,Rupert Kentish,Australia,737795545.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36657,Rupert Shoobridge,Australia,737795549.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36658,Tanu Nona,Australia,737795796.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36659,Thomas Cheek (Australian politician),Australia,737795941.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36660,Thomas Tyrrell (politician),Australia,737796070.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36661,Victor George Springett,Australia,737796356.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36662,Walter Davis (politician),Australia,737796455.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36663,William Carey (politician),Australia,737796595.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36664,William Connell (Australian politician),Australia,737796615.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36665,William Dunbabin,Australia,737796635.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36666,Albrecht Feez,Australia,737959831.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36667,Alexander Pritchard,Australia,737959955.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36668,"Charles Fenton, Sr.",Australia,737960483.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36669,Donald Smith Wallace,Australia,737960776.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36670,Francis Horace Stubley,Australia,737960975.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36671,Frederick Augustus Forbes,Australia,737961034.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36672,Frederick Cooper (politician),Australia,737961040.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36673,Graham Mylne,Australia,737961481.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36674,Harris Nelson,Australia,737961496.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36675,Henry Edward Bright,Australia,737961548.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36676,James Crombie (politician),Australia,737961829.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36677,John Gore Jones,Australia,737962484.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36678,John Henry Brooke,Australia,737962530.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36679,John Murphy (Queensland politician),Australia,737962830.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36680,John Rogers (Australian politician),Australia,737962990.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36681,Joseph Leary,Australia,737963237.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36682,Mark Hammond (Australian politician),Australia,737963357.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36683,Niel Black,Australia,737963473.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36684,Richard O'Neill (politician),Australia,737963678.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36685,Robert Barbour (New South Wales politician),Australia,737963731.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36686,Robert Lyons (Australian politician),Australia,737963866.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36687,Robert Palmer Abbott,Australia,737963880.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36688,Robert Patterson (Australian politician),Australia,737963885.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36689,Thomas Price (Queensland politician),Australia,737971671.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36690,Walter Horatio Wilson,Australia,737971786.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36691,William Bates (Australian politician),Australia,737971839.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36692,William Busby (politician),Australia,737971872.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36693,William Fowles,Australia,737971980.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36694,William Rea (politician),Australia,737972387.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36695,William Salkeld (politician),Australia,737972408.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36696,William Sheffield Paul,Australia,737972417.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36697,Louis Goldring,Australia,738138685.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36698,John Pasquarelli,Australia,738292849.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36699,Percy Quirke,Australia,738627653.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36700,Stanley Cole (politician),Australia,738659139.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36701,James Hegney,Australia,739022102.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36702,Angus Macdonald (diplomat),Australia,739513783.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36703,Wayde Smith,Australia,739532494.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36704,Dawn Lawrie,Australia,739957100.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36705,Robert Booth (Australian politician),Australia,740205548.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36706,William Harvie Christie,Australia,740558089.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36707,Dennis Stevenson,Australia,740599854.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36708,John Gavan Duffy,Australia,740762556.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36709,Rick Setter,Australia,740805853.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36710,Rosemary Varty,Australia,741068349.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36711,George Davenport (Queensland politician),Australia,742039265.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36712,Peter White (1824–1901),Australia,742185070.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36713,Ray McPharlin,Australia,742187877.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36714,Harold King (politician),Australia,742372432.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36715,Frank Broun,Australia,742512546.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36716,Ian Black (politician),Australia,743138345.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36717,Percy Colquhoun,Australia,743562047.0,C,AU,Country,2019.0,25.754,25754000.0,both
36718,Robert Barr (Australian politician),Australia,743700475.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36719,Bertie Johnston,Australia,744086722.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36720,John McCall (politician),Australia,744973446.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36721,Doone Kennedy,Australia,745550058.0,C,AU,Country,2019.0,25.754,25754000.0,both
36722,Edward Land,Australia,746420921.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36723,Joe Kruger (politician),Australia,746585353.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36724,John Kidd (politician),Australia,747389589.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36725,Arnold Piesse,Australia,747826568.0,Start,AU,Country,2019.0,25.754,25754000.0,both
36726,James Mirams,Australia,747908230.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36727,Coral Ross,Australia,748223081.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36728,Cuthbert Robert Blackett,Australia,748223112.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36729,Daniel Keen Congdon,Australia,748223274.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36730,Clement Giles,Australia,748223314.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36731,William Laidley,Australia,748227453.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36732,William McIntyre (Australian politician),Australia,748227680.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36733,William Patrick Cummins,Australia,748227857.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36734,George Frederick Stone,Australia,748228305.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36735,George Klewitz Soward,Australia,748228457.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36736,George Henry Bennett,Australia,748228490.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
36737,David Boundy,Australia,748403143.0,Stub,AU,Country,2019.0,25.754,25754000.0,both
